Geometry X Y;Geometry;N_SQ_AD;N_VOIE;C_SUF1;C_SUF2;C_SUF3;C_AR;A_NVOIE;B_ANGLE;B_OFFSTDF;B_AFFSTDF;B_HORS75;L_NVOIE;L_ADR;N_SQ_AR;N_SQ_VO;OBJECTID
48.8663661846, 2.34050066103;"{""type"": ""Point"", ""coordinates"": [2.34050066103408, 48.866366184641244]}";750005230;3;;;;2;73.76000214;O;O;;N;3;3 PL DES PETITS PERES;750000002;750005660;17810
48.8660806627, 2.33715453469;"{""type"": ""Point"", ""coordinates"": [2.337154534693793, 48.866080662706366]}";750001969;46;;;;1;250.91999817;N;O;;N;46;46 RUE DE RICHELIEU;750000001;750005602;17874
48.8674494025, 2.33345658765;"{""type"": ""Point"", ""coordinates"": [2.33345658765168, 48.86744940245116]}";750001617;31;;;;1;105.48000336;O;O;;N;31;31 AV DE L'OPERA;750000001;750005929;17875
48.8678041034, 2.33547095402;"{""type"": ""Point"", ""coordinates"": [2.335470954021817, 48.86780410340987]}";750003766;36;;;;2;256.48999023;N;O;;N;36;36 PAS CHOISEUL;750000002;750005911;17894
48.8687635432, 2.33672843474;"{""type"": ""Point"", ""coordinates"": [2.336728434735181, 48.86876354316971]}";750005813;66;;;;2;254.32000732;N;O;;N;66;66 RUE SAINTE-ANNE;750000002;750005530;18077
48.8688843731, 2.34213932725;"{""type"": ""Point"", ""coordinates"": [2.342139327245037, 48.86888437306175]}";750004987;40;;;;2;253.6000061;N;O;;N;40;40 RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;9259
48.8617766419, 2.33946564397;"{""type"": ""Point"", ""coordinates"": [2.339465643970555, 48.86177664188055]}";750001234;4;;;;1;251.27000427;N;O;;N;4;4 RUE DE MARENGO;750000001;750005791;9444
48.8652589774, 2.33709716167;"{""type"": ""Point"", ""coordinates"": [2.337097161669269, 48.86525897743635]}";750001542;26;;;;1;251.21000671;N;O;;N;26;26 RUE DE MONTPENSIER;750000001;750005684;10695
48.8656718324, 2.3374180289;"{""type"": ""Point"", ""coordinates"": [2.337418028896701, 48.86567183241857]}";750001469;56;;;;1;76.05000305;N;O;;N;56;56 GAL DE MONTPENSIER;750000001;750005648;10718
48.8629066352, 2.33426869804;"{""type"": ""Point"", ""coordinates"": [2.334268698042964, 48.86290663519452]}";750012828;103;;;;1;155.55999756;N;O;;N;103;103 RUE DE RIVOLI;750000001;750005604;10740
48.8629596043, 2.33971337307;"{""type"": ""Point"", ""coordinates"": [2.339713373068259, 48.86295960429327]}";750143666;37;;;;1;147.08999634;O;O;;N;37;37 GAL VERO-DODAT;750000001;750005489;10956
48.8707274234, 2.33490765327;"{""type"": ""Point"", ""coordinates"": [2.334907653265528, 48.87072742343868]}";750004404;22;;;;2;269.41000366;O;O;;N;22;22 RUE DE LA MICHODIERE;750000002;750005723;11117
48.8661347773, 2.33766107009;"{""type"": ""Point"", ""coordinates"": [2.337661070093137, 48.866134777286334]}";750001439;73;;;;1;71.11000061;N;O;;N;73;73 GAL DE MONTPENSIER;750000001;750005648;13841
48.8671605854, 2.33680723087;"{""type"": ""Point"", ""coordinates"": [2.336807230871056, 48.86716058541149]}";750003682;4;;;;2;250.6499939;N;O;;N;4;4 RUE CHABANAIS;750000002;750006001;14195
48.8654708841, 2.33663167453;"{""type"": ""Point"", ""coordinates"": [2.336631674533705, 48.865470884085205]}";750001939;37;;;;1;68.43000031;O;O;;N;37;37 RUE DE RICHELIEU;750000001;750005602;14322
48.8713145532, 2.33932319621;"{""type"": ""Point"", ""coordinates"": [2.339323196212708, 48.87131455315895]}";750005371;23;;;;2;342.10998535;N;O;;N;23;23 PAS DES PRINCES;750000002;750005624;14671
48.867955631, 2.33545992142;"{""type"": ""Point"", ""coordinates"": [2.335459921424949, 48.8679556310149]}";750003724;43;;;;2;71.73999786;N;O;;N;43;43 PAS CHOISEUL;750000002;750005911;21057
48.8661837271, 2.34129705809;"{""type"": ""Point"", ""coordinates"": [2.341297058089352, 48.86618372708005]}";750006256;1;;;;2;120.12000275;O;O;;N;1;1 RUE VIDE-GOUSSET;750000002;750005497;19847
48.8656412669, 2.33729385256;"{""type"": ""Point"", ""coordinates"": [2.337293852557845, 48.86564126685215]}";750001545;32;;;;1;251.05000305;N;O;;N;32;32 RUE DE MONTPENSIER;750000001;750005684;20080
48.8656890037, 2.33892519002;"{""type"": ""Point"", ""coordinates"": [2.338925190022517, 48.8656890037129]}";750002802;113;;;;1;247.27000427;N;O;;N;113;113 GAL DE VALOIS;750000001;750005513;12339
48.8644284878, 2.34125442091;"{""type"": ""Point"", ""coordinates"": [2.341254420908322, 48.86442848782886]}";750000496;38;;;;1;325.05999756;N;O;;N;38;38 RUE COQUILLIERE;750000001;750005879;12775
48.8705749956, 2.33285992234;"{""type"": ""Point"", ""coordinates"": [2.3328599223390762, 48.87057499559349]}";750003659;11;;;;2;194.44999695;O;O;;N;11;11 BD DES CAPUCINES;750000002;750005991;7288
48.8704142525, 2.33791446448;"{""type"": ""Point"", ""coordinates"": [2.33791446447965, 48.87041425253291]}";750004102;6;;;;2;254.75999451;N;O;;N;6;6 RUE FAVART;750000002;750005802;7546
48.8702214719, 2.34128900853;"{""type"": ""Point"", ""coordinates"": [2.3412890085271663, 48.87022147194501]}";750005132;4;;;;2;259.29998779;O;O;;N;4;4 RUE DES PANORAMAS;750000002;750005752;16048
48.8689347553, 2.33488796353;"{""type"": ""Point"", ""coordinates"": [2.3348879635315543, 48.86893475531831]}";750005598;24;;;;2;359.92001343;N;O;;N;24;24 RUE SAINT-AUGUSTIN;750000002;750005572;10210
48.8706332591, 2.34128762651;"{""type"": ""Point"", ""coordinates"": [2.3412876265091, 48.87063325907907]}";750004111;11;;;;2;79.15000153;N;O;;N;11;11 GAL FEYDEAU;750000002;750005806;9952
48.8661169613, 2.33839522576;"{""type"": ""Point"", ""coordinates"": [2.338395225755951, 48.86611696131664]}";750000160;11;;;;1;160.02000427;N;O;;N;11;11 RUE DE BEAUJOLAIS;750000001;750006029;9959
48.867969438, 2.33322792578;"{""type"": ""Point"", ""coordinates"": [2.333227925779526, 48.86796943802842]}";750005003;35;;;;2;105.81999969;N;O;;N;35;35 AV DE L'OPERA;750000002;750005929;8915
48.8627500297, 2.34050775369;"{""type"": ""Point"", ""coordinates"": [2.340507753692711, 48.86275002974593]}";750002995;10;;;;1;327.01000977;N;O;;N;10;10 GAL VERO-DODAT;750000001;750005489;9074
48.8698946966, 2.33674000192;"{""type"": ""Point"", ""coordinates"": [2.3367400019158753, 48.86989469658518]}";750152061;9;;;;2;85.13999939;N;O;;N;9;9 RUE DE GRAMONT;750000002;750005807;9076
48.8676623802, 2.33491136761;"{""type"": ""Point"", ""coordinates"": [2.33491136761105, 48.8676623802386]}";750003945;1;;;;2;340.08999634;O;O;;N;1;1 RUE DALAYRAC;750000002;750005894;5369
48.8716350249, 2.33904038154;"{""type"": ""Point"", ""coordinates"": [2.339040381543335, 48.87163502489661]}";750141858;2;;;;2;197.27999878;O;O;;N;2;2 PAS DES PRINCES;750000002;750005624;5443
48.8661727445, 2.34066680785;"{""type"": ""Point"", ""coordinates"": [2.3406668078473523, 48.866172744520206]}";750005237;6;;;;2;189.44999695;N;O;;N;6;6 RUE DES PETITS PERES;750000002;750005661;7692
48.8616324631, 2.33939154653;"{""type"": ""Point"", ""coordinates"": [2.339391546534659, 48.861632463071885]}";750001233;2;;;;1;251.27000427;O;O;;N;2;2 RUE DE MARENGO;750000001;750005791;7773
48.8711150255, 2.34174234323;"{""type"": ""Point"", ""coordinates"": [2.341742343228105, 48.871115025508765]}";750005110;12;;;;2;259.17999268;N;O;;N;12;12 PAS DES PANORAMAS;750000002;750005751;42646
48.8639192201, 2.34204334838;"{""type"": ""Point"", ""coordinates"": [2.342043348377197, 48.86391922014639]}";750000474;25;;;;1;146.38000488;O;O;;N;25;25 RUE COQUILLIERE;750000001;750005879;42758
48.8615076956, 2.3394681256;"{""type"": ""Point"", ""coordinates"": [2.3394681255965573, 48.86150769558134]}";750002064;162;;;;1;333.72000122;O;O;;N;162;162 RUE DE RIVOLI;750000001;750005604;42813
48.8639348962, 2.33665063214;"{""type"": ""Point"", ""coordinates"": [2.336650632140585, 48.86393489618733]}";750001487;219;;;;1;161.41000366;N;O;;N;219;219 PER DE MONTPENSIER;750000001;750005683;43155
48.8659472947, 2.34072063187;"{""type"": ""Point"", ""coordinates"": [2.340720631865151, 48.86594729473966]}";750006250;4;b;;;2;56.47999954;O;O;;N;4b;4b PL DES VICTOIRES;750000002;750005495;45890
48.8629264896, 2.33980780022;"{""type"": ""Point"", ""coordinates"": [2.33980780022328, 48.86292648964811]}";750012585;33;;;;1;153.42999268;N;O;;N;33;33 GAL VERO-DODAT;750000001;750005489;46012
48.862914721, 2.3400224165;"{""type"": ""Point"", ""coordinates"": [2.340022416503067, 48.86291472097813]}";750151256;28;;;;1;331.72000122;N;O;;N;28;28 GAL VERO-DODAT;750000001;750005489;46179
48.8681828999, 2.33791136993;"{""type"": ""Point"", ""coordinates"": [2.337911369929755, 48.868182899943605]}";750004504;2;;;;2;340.64001465;O;O;;N;2;2 RUE DE LOUVOIS;750000002;750005777;46193
48.8670044708, 2.33601513061;"{""type"": ""Point"", ""coordinates"": [2.336015130605559, 48.8670044707558]}";750005215;30;;;;2;340.6000061;O;O;;N;30;30 RUE DES PETITS CHAMPS;750000002;750005659;21150
48.8647661594, 2.33842326705;"{""type"": ""Point"", ""coordinates"": [2.33842326705234, 48.86476615939019]}";750002819;147;;;;1;250.22000122;N;O;;N;147;147 GAL DE VALOIS;750000001;750005513;21824
48.8679348189, 2.34359235589;"{""type"": ""Point"", ""coordinates"": [2.343592355894812, 48.86793481889997]}";750004749;95;;;;2;106.56999969;N;O;;N;95;95 RUE MONTMARTRE;750000002;750005645;27996
48.865771276, 2.34350840321;"{""type"": ""Point"", ""coordinates"": [2.343508403212993, 48.86577127595171]}";750012696;56;b;;;2;251.0;O;O;;N;56b;56b RUE DU LOUVRE;750000002;750005478;28075
48.8645482029, 2.34072777893;"{""type"": ""Point"", ""coordinates"": [2.340727778931528, 48.86454820294265]}";750000471;41;;;;1;145.78999329;N;O;;N;41;41 RUE COQUILLIERE;750000001;750005879;28238
48.8664214026, 2.3404427339;"{""type"": ""Point"", ""coordinates"": [2.340442733900008, 48.86642140264278]}";750005224;1;;;;2;164.88000488;O;O;;N;1;1 PAS DES PETITS PERES;750000002;750006623;28618
48.8695278829, 2.33328204906;"{""type"": ""Point"", ""coordinates"": [2.333282049063676, 48.86952788292815]}";750004490;18;;;;2;238.72999573;N;O;;N;18;18 RUE LOUIS LE GRAND;750000002;750005775;28685
48.8676823904, 2.34200346324;"{""type"": ""Point"", ""coordinates"": [2.34200346323638, 48.86768239044976]}";750143716;14;;;;2;6.6100001299999995;N;O;;N;14;14 RUE PAUL LELONG;750000002;750005677;60328
48.8666197384, 2.3419466513;"{""type"": ""Point"", ""coordinates"": [2.341946651302353, 48.866619738406776]}";750004572;9;;;;2;30.0;N;O;;N;9;9 RUE DU MAIL;750000002;750005784;61315
48.8685230537, 2.33411119026;"{""type"": ""Point"", ""coordinates"": [2.33411119026312, 48.86852305374028]}";750004180;11;;;;2;69.73000336;N;O;;N;11;11 RUE GAILLON;750000002;750005859;61660
48.8687666206, 2.33990818523;"{""type"": ""Point"", ""coordinates"": [2.339908185227607, 48.868766620628456]}";750006352;25;;;;2;70.59999847;O;O;;N;25;25 RUE VIVIENNE;750000002;750006607;61782
48.8653703265, 2.33700758082;"{""type"": ""Point"", ""coordinates"": [2.337007580822422, 48.8653703265372]}";750001519;27;;;;1;71.18000031;N;O;;N;27;27 RUE DE MONTPENSIER;750000001;750005684;61978
48.8671080223, 2.33970779277;"{""type"": ""Point"", ""coordinates"": [2.339707792768416, 48.867108022288086]}";750006323;60;;;;2;340.55999756;N;O;;N;60;60 GAL VIVIENNE;750000002;750005502;57763
48.8687191141, 2.33530039422;"{""type"": ""Point"", ""coordinates"": [2.335300394218936, 48.8687191140862]}";750004687;9;;;;2;69.95999908;O;O;;N;9;9 RUE MONSIGNY;750000002;750005639;58096
48.8668722873, 2.33612608974;"{""type"": ""Point"", ""coordinates"": [2.336126089743509, 48.86687228729347]}";750001727;41;;;;1;160.61999512;N;O;;N;41;41 RUE DES PETITS CHAMPS;750000001;750005659;58107
48.8659357809, 2.33707821631;"{""type"": ""Point"", ""coordinates"": [2.337078216308262, 48.8659357809263]}";750001967;42;;;;1;250.78999329;N;O;;N;42;42 RUE DE RICHELIEU;750000001;750005602;58108
48.8676650728, 2.33525503861;"{""type"": ""Point"", ""coordinates"": [2.335255038605525, 48.8676650727983]}";750003965;22;;;;2;252.32000732;N;O;;N;22;22 RUE DALAYRAC;750000002;750005894;58158
48.8648073622, 2.33696780684;"{""type"": ""Point"", ""coordinates"": [2.336967806835466, 48.86480736219818]}";750001453;24;;;;1;71.44000244;N;O;;N;24;24 GAL DE MONTPENSIER;750000001;750005648;38963
48.865823615, 2.33899374389;"{""type"": ""Point"", ""coordinates"": [2.338993743891455, 48.865823614987285]}";750002838;108;;;;1;249.8500061;N;O;;N;108;108 GAL DE VALOIS;750000001;750005513;39382
48.8664693102, 2.34292138451;"{""type"": ""Point"", ""coordinates"": [2.342921384508724, 48.866469310225234]}";750003077;15;;;;2;29.88999939;N;O;;N;15;15 RUE D'ABOUKIR;750000002;750006088;28987
48.8686603772, 2.33432656091;"{""type"": ""Point"", ""coordinates"": [2.334326560911676, 48.86866037722098]}";750004190;16;;;;2;248.92999268;N;O;;N;16;16 RUE GAILLON;750000002;750005859;44876
48.8670907709, 2.33948935295;"{""type"": ""Point"", ""coordinates"": [2.3394893529533283, 48.86709077090148]}";750006292;57;;;;2;159.96000671;N;O;;N;57;57 GAL VIVIENNE;750000002;750005502;44918
48.8686363188, 2.34397508577;"{""type"": ""Point"", ""coordinates"": [2.343975085767247, 48.86863631882503]}";750005890;17;;;;2;157.30000305;N;O;;N;17;17 RUE SAINT-JOSEPH;750000002;750006615;44259
48.8640037111, 2.34016723534;"{""type"": ""Point"", ""coordinates"": [2.340167235335123, 48.864003711085424]}";750000548;28;;;;1;250.58000183;N;O;;N;28;28 RUE CROIX DES PETITS CHAMPS;750000001;750005891;22406
48.8678487609, 2.33468525771;"{""type"": ""Point"", ""coordinates"": [2.334685257705229, 48.86784876085469]}";750004663;8;;;;2;250.1499939;N;O;;N;8;8 RUE MARSOLLIER;750000002;750005714;22858
48.8700097642, 2.34244340814;"{""type"": ""Point"", ""coordinates"": [2.342443408144102, 48.870009764204134]}";750004957;25;;;;2;73.33999634;N;O;;N;25;25 RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;24884
48.8701093909, 2.34216457726;"{""type"": ""Point"", ""coordinates"": [2.342164577260098, 48.87010939087668]}";750004127;3;;;;2;192.13999939;N;O;;N;3;3 RUE FEYDEAU;750000002;750005841;21312
48.8630027843, 2.34131695506;"{""type"": ""Point"", ""coordinates"": [2.34131695506272, 48.86300278425766]}";750000907;29;;;;1;38.38000107;O;O;;N;29;29 RUE JEAN-JACQUES ROUSSEAU;750000001;750005774;22943
48.8659444774, 2.33855511011;"{""type"": ""Point"", ""coordinates"": [2.338555110110486, 48.86594447743764]}";750000152;96;;;;1;340.08999634;N;O;;N;96;96 GAL DE BEAUJOLAIS;750000001;750006026;28104
48.8680033652, 2.33380424236;"{""type"": ""Point"", ""coordinates"": [2.333804242364709, 48.86800336520871]}";750004175;1;;;;2;69.16000366;O;O;;N;1;1 RUE GAILLON;750000002;750005859;28149
48.8682668294, 2.33964024315;"{""type"": ""Point"", ""coordinates"": [2.339640243153711, 48.86826682944801]}";750006347;15;;;;2;70.16999817;N;O;;N;15;15 RUE VIVIENNE;750000002;750006607;22857
48.8699738445, 2.3336924711;"{""type"": ""Point"", ""coordinates"": [2.333692471100697, 48.86997384448252]}";750004493;24;;;;2;238.72999573;O;O;;N;24;24 RUE LOUIS LE GRAND;750000002;750005775;36865
48.8631719536, 2.33834682558;"{""type"": ""Point"", ""coordinates"": [2.338346825575679, 48.86317195361623]}";750164859;1;;;;1;162.3500061;O;O;;N;1;1 PAS VERITE;750000001;750005488;37195
48.8645504254, 2.33830617573;"{""type"": ""Point"", ""coordinates"": [2.338306175730733, 48.86455042539671]}";750002823;155;;;;1;251.78999329;N;O;;N;155;155 GAL DE VALOIS;750000001;750005513;33033
48.8700171777, 2.33675456046;"{""type"": ""Point"", ""coordinates"": [2.336754560461394, 48.87001717767468]}";750152062;11;;;;2;85.91000366;N;O;;N;11;11 RUE DE GRAMONT;750000002;750005807;33273
48.8708676982, 2.33464728781;"{""type"": ""Point"", ""coordinates"": [2.334647287806392, 48.870867698227165]}";750004303;31;;;;2;170.0;O;O;;N;31;31 BD DES ITALIENS;750000002;750005764;33527
48.8704605762, 2.33776334054;"{""type"": ""Point"", ""coordinates"": [2.337763340536068, 48.87046057616311]}";750004097;1;;;;2;74.68000031;O;O;;N;1;1 RUE FAVART;750000002;750005802;33656
48.8703190397, 2.33405006969;"{""type"": ""Point"", ""coordinates"": [2.334050069691545, 48.870319039668686]}";750004494;26;;;;2;237.28999329;O;O;;N;26;26 RUE LOUIS LE GRAND;750000002;750005775;33809
48.8654992543, 2.33722066865;"{""type"": ""Point"", ""coordinates"": [2.337220668649169, 48.86549925428427]}";750001544;30;;;;1;251.28999329;N;O;;N;30;30 RUE DE MONTPENSIER;750000001;750005684;34895
48.8637034663, 2.33595555011;"{""type"": ""Point"", ""coordinates"": [2.335955550109798, 48.863703466297416]}";750151284;6;;;;1;250.52000427;O;O;;N;6;6 RUE DE RICHELIEU;750000001;750005602;9075
48.8705049177, 2.34254289336;"{""type"": ""Point"", ""coordinates"": [2.342542893358976, 48.8705049176654]}";750004734;151;;;;2;72.12000275;N;O;;N;151;151 RUE MONTMARTRE;750000002;750005645;4645
48.866448899, 2.33793600959;"{""type"": ""Point"", ""coordinates"": [2.337936009592468, 48.86644889900457]}";750001716;17;;;;1;160.33999634;N;O;;N;17;17 RUE DES PETITS CHAMPS;750000001;750005659;5047
48.8659747848, 2.33843134401;"{""type"": ""Point"", ""coordinates"": [2.338431344008166, 48.865974784794034]}";750000140;93;;;;1;343.47000122;N;O;;N;93;93 GAL DE BEAUJOLAIS;750000001;750006026;16728
48.8646763847, 2.34097514049;"{""type"": ""Point"", ""coordinates"": [2.34097514049485, 48.86467638473837]}";750000839;1;;;;1;36.88999939;O;O;;N;1;1 RUE HEROLD;750000001;750005832;35305
48.8701277797, 2.34236686398;"{""type"": ""Point"", ""coordinates"": [2.342366863977843, 48.87012777970888]}";750004126;1;;;;2;182.58999634;O;O;;N;1;1 RUE FEYDEAU;750000002;750005841;35535
48.8684135765, 2.34295994756;"{""type"": ""Point"", ""coordinates"": [2.342959947563953, 48.86841357645304]}";750005476;130;;;;2;341.82000732;O;O;;N;130;130 RUE REAUMUR;750000002;750005595;35670
48.8714405528, 2.33989083651;"{""type"": ""Point"", ""coordinates"": [2.339890836511021, 48.87144055281989]}";750005539;108;;;;2;252.52999878;N;O;;N;108;108 RUE DE RICHELIEU;750000002;750005602;35853
48.8659784697, 2.33391528729;"{""type"": ""Point"", ""coordinates"": [2.33391528729237, 48.865978469734365]}";750001864;22;;;;1;243.97000122;O;O;;N;22;22 RUE DES PYRAMIDES;750000001;750005629;36397
48.866025436, 2.34369385605;"{""type"": ""Point"", ""coordinates"": [2.343693856045913, 48.866025436028636]}";750003244;11;;;;2;36.16999817;O;O;;N;11;11 RUE D'ARGOUT;750000002;750005961;36540
48.8642548364, 2.3381479204;"{""type"": ""Point"", ""coordinates"": [2.338147920402004, 48.86425483638655]}";750002867;166;;;;1;251.25999451;N;O;;N;166;166 GAL DE VALOIS;750000001;750005513;13183
48.86904697, 2.33883506482;"{""type"": ""Point"", ""coordinates"": [2.338835064815291, 48.86904696998431]}";750005406;3;;;;2;163.83999634;O;O;;N;3;3 RUE DU QUATRE SEPTEMBRE;750000002;750005669;6283
48.8708185518, 2.34135884313;"{""type"": ""Point"", ""coordinates"": [2.341358843130752, 48.87081855183423]}";750004117;23;;;;2;78.87999725;O;O;;N;23;23 GAL FEYDEAU;750000002;750005806;6387
48.86499231, 2.33451147872;"{""type"": ""Point"", ""coordinates"": [2.334511478717265, 48.86499231000943]}";750001605;7;;;;1;105.84999847;N;O;;N;7;7 AV DE L'OPERA;750000001;750005929;6460
48.8696270783, 2.34187838249;"{""type"": ""Point"", ""coordinates"": [2.341878382486327, 48.86962707828642]}";750003444;4;;;;2;342.77999878;N;O;;N;4;4 PL DE LA BOURSE;750000002;750005955;10351
48.8646170924, 2.34057441508;"{""type"": ""Point"", ""coordinates"": [2.340574415083472, 48.86461709239955]}";750000473;45;;;;1;145.77000427;O;O;;N;45;45 RUE COQUILLIERE;750000001;750005879;12314
48.8639503557, 2.33839422465;"{""type"": ""Point"", ""coordinates"": [2.338394224654578, 48.86395035571473]}";750000455;24;;;;1;340.44000244;O;O;;N;24;24 RUE DU COLONEL DRIANT;750000001;750005957;30645
48.865146012, 2.336891721;"{""type"": ""Point"", ""coordinates"": [2.336891720999545, 48.86514601202152]}";750001517;25;;;;1;71.16999817;N;O;;N;25;25 RUE DE MONTPENSIER;750000001;750005684;30802
48.8658432285, 2.33614299627;"{""type"": ""Point"", ""coordinates"": [2.336142996268181, 48.86584322847263]}";750002737;5;;;;1;140.44999695;N;O;;N;5;5 RUE THERESE;750000001;750005543;31285
48.8654291478, 2.33390625703;"{""type"": ""Point"", ""coordinates"": [2.333906257029885, 48.86542914780111]}";750000106;14;b;;;1;294.3999939;N;O;;N;14b;14b RUE D'ARGENTEUIL;750000001;750005960;29964
